2453542.353000  1.671433  0.000300
2453542.373444  1.662384  0.000300
2453542.393889  1.660653  0.000300
2453542.414333  1.659497  0.000300
2453542.434778  1.658115  0.000300
2453542.455222  1.656620  0.000300
2453542.475667  1.655491  0.000300
2453542.496111  1.653861  0.000300
2453542.516556  1.651506  0.000300
2453542.537000  1.650238  0.000300
2453542.557444  1.649088  0.000300
2453542.577889  1.647446  0.000300
2453542.598333  1.645696  0.000300
2453542.618778  1.644836  0.000300
2453542.639222  1.643744  0.000300
2453542.659667  1.641882  0.000300
2453542.680111  1.640590  0.000300
2453542.700556  1.639732  0.000300
2453542.721000  1.639002  0.000300
2453542.741444  1.637838  0.000300
2453542.761889  1.616365  0.000300
2453542.782333  1.563974  0.000300
2453542.802778  1.488534  0.000300
2453542.823222  1.396484  0.000300
2453542.843667  1.294165  0.000300
2453542.864111  1.189569  0.000300
2453542.884556  1.092815  0.000300
2453542.905000  1.020833  0.000300
2453542.925444  0.995310  0.000300
2453542.945889  1.026065  0.000300
2453542.966333  1.102240  0.000300
2453542.986778  1.199873  0.000300
2453543.007222  1.304909  0.000300
2453543.027667  1.406818  0.000300
2453543.048111  1.498034  0.000300
2453543.068556  1.571157  0.000300
2453543.089000  1.622225  0.000300
2453543.109444  1.639306  0.000300
2453543.129889  1.639893  0.000300
2453543.150333  1.641789  0.000300
2453543.170778  1.642268  0.000300
2453543.191222  1.642937  0.000300
2453543.211667  1.643902  0.000300
2453543.232111  1.645483  0.000300
2453543.252556  1.646360  0.000300
2453543.273000  1.647690  0.000300
2453543.293444  1.648849  0.000300
2453543.313889  1.649611  0.000300
2453543.334333  1.650959  0.000300
2453543.354778  1.652226  0.000300
2453543.375222  1.652884  0.000300
2453543.395667  1.654410  0.000300
2453543.416111  1.655631  0.000300
2453543.436556  1.656346  0.000300
2453543.457000  1.657681  0.000300
2453543.477444  1.658353  0.000300
2453543.497889  1.659375  0.000300
2453543.518333  1.660990  0.000300
2453543.538778  1.661195  0.000300
2453543.559222  1.661704  0.000300
2453543.579667  1.663127  0.000300
2453543.600111  1.662869  0.000300
2453543.620556  1.663079  0.000300
2453543.641000  1.664065  0.000300
2453543.661444  1.664695  0.000300
2453543.681889  1.664586  0.000300
2453543.702333  1.664414  0.000300
2453543.722778  1.664579  0.000300
2453543.743222  1.664347  0.000300
2453543.763667  1.664359  0.000300
2453543.784111  1.663440  0.000300
2453543.804556  1.663326  0.000300
2453543.825000  1.662148  0.000300
2453543.845444  1.661388  0.000300
2453543.865889  1.660985  0.000300
2453543.886333  1.658998  0.000300
2453543.906778  1.658832  0.000300
2453543.927222  1.657107  0.000300
2453543.947667  1.655651  0.000300
2453543.968111  1.653869  0.000300
2453543.988556  1.652344  0.000300
2453544.009000  1.651100  0.000300
2453544.029444  1.649299  0.000300
2453544.049889  1.647321  0.000300
2453544.070333  1.645619  0.000300
2453544.090778  1.643275  0.000300
2453544.111222  1.642347  0.000300
2453544.131667  1.640486  0.000300
2453544.152111  1.639036  0.000300
2453544.172556  1.637338  0.000300
2453544.193000  1.634906  0.000300
2453544.213444  1.606378  0.000300
2453544.233889  1.547060  0.000300
2453544.254333  1.466060  0.000300
2453544.274778  1.370786  0.000300
2453544.295222  1.271085  0.000300
2453544.315667  1.176327  0.000300
2453544.336111  1.107426  0.000300
2453544.356556  1.086734  0.000300
2453544.377000  1.124879  0.000300
2453544.397444  1.203421  0.000300
2453544.417889  1.301423  0.000300
2453544.438333  1.400788  0.000300
2453544.458778  1.491863  0.000300
2453544.479222  1.566520  0.000300
2453544.499667  1.617300  0.000300
