2453893.871609  -3.413694  3.500000
2453895.756620  -82.642056  3.500000
2453901.036545  -83.468572  3.500000
2453901.061517  -81.055813  3.500000
2453917.527772  -73.885458  3.500000
2453917.960586  -38.964661  3.500000
2453920.303575  -78.463013  3.500000
2453928.912768  -34.112856  3.500000
2453930.124361  -6.003955  3.500000
2453931.664697  -28.527748  3.500000
2453934.858922  8.831508  3.500000
2453935.567220  -6.056010  3.500000
2453952.600577  -86.922027  3.500000
2453952.626777  -81.954063  3.500000
